device_id,location_id,sensor_id,heater_profile,measurement_step,temp_c,humidity_pct,pressure_hpa,gas_resistance_ohm,gas_valid,heat_stable,timestamp,latitude,longitude,volume_l
1,1,0,0,8,29.82210922241211,21.920358657836914,94538.578125,58837,1,1,438457,0.0,0.0,520.7504272460938
1,1,1,1,8,29.74466896057129,22.211456298828125,94538.21875,124362,1,1,438457,0.0,0.0,520.7504272460938
1,1,2,2,8,29.996166229248047,21.63372230529785,94516.796875,85819,1,1,438457,0.0,0.0,520.7504272460938
1,1,3,3,8,29.999242782592773,21.802154541015625,94513.59375,132470,1,1,438457,0.0,0.0,520.7504272460938
1,1,4,4,8,30.16274070739746,21.562498092651367,94543.296875,123641,1,1,438457,0.0,0.0,520.7504272460938
1,1,5,5,8,30.24081802368164,21.07373046875,94545.2578125,121097,1,1,438457,0.0,0.0,520.7504272460938
1,1,6,6,8,29.8461971282959,21.81340789794922,94529.5,48836,1,1,438457,0.0,0.0,520.7504272460938
1,1,7,7,8,30.069072723388672,21.848176956176758,94526.8828125,69754,1,1,438457,0.0,0.0,520.7504272460938
1,1,0,0,9,30.136449813842773,21.790058135986328,94538.9609375,80175,1,1,491468,0.0,0.0,521.7557373046875
1,1,1,1,9,30.074411392211914,22.071969985961914,94540.609375,232621,1,1,491468,0.0,0.0,521.7557373046875
1,1,2,2,9,30.296630859375,21.48759651184082,94516.0625,118408,1,1,491468,0.0,0.0,521.7557373046875
1,1,3,3,9,30.284297943115234,21.68921661376953,94514.1171875,179397,1,1,491468,0.0,0.0,521.7557373046875
1,1,4,4,9,30.389074325561523,21.505210876464844,94546.1953125,169424,1,1,491468,0.0,0.0,521.7557373046875
1,1,5,5,9,30.47231101989746,21.008455276489258,94542.3046875,168255,1,1,491468,0.0,0.0,521.7557373046875
1,1,6,6,9,30.034099578857422,21.810453414916992,94530.6015625,213689,1,1,491468,0.0,0.0,521.7557373046875
1,1,7,7,9,30.25973892211914,21.819194793701172,94528.0234375,231203,1,1,491468,0.0,0.0,521.7557373046875
1,1,0,0,0,30.07358169555664,21.436716079711914,94538.3671875,103538,1,1,544477,0.0,0.0,519.7451171875
1,1,1,1,0,30.129785537719727,21.684810638427734,94536.265625,19429588,1,1,544477,0.0,0.0,519.7451171875
1,1,2,2,0,30.324405670166016,21.12677574157715,94513.34375,5155443,1,1,544477,0.0,0.0,519.7451171875
1,1,3,3,0,30.400341033935547,21.312101364135742,94514.0234375,11829603,1,1,544477,0.0,0.0,519.7451171875
1,1,4,4,0,30.53744888305664,21.143646240234375,94545.078125,8524454,1,1,544477,0.0,0.0,519.7451171875
1,1,5,5,0,30.532052993774414,20.648643493652344,94540.1328125,9160749,1,1,544477,0.0,0.0,519.7451171875
1,1,6,6,0,30.16868019104004,21.37999153137207,94528.0546875,86061720,1,1,544477,0.0,0.0,519.7451171875
1,1,7,7,0,30.30803871154785,21.400135040283203,94527.0078125,102400000,1,1,544477,0.0,0.0,519.7451171875
1,1,0,0,1,29.683801651000977,21.900644302368164,94536.1796875,4797657,1,1,597470,0.0,0.0,519.2424926757812
1,1,1,1,1,29.739635467529297,22.12238311767578,94536.5703125,16671585,1,1,597470,0.0,0.0,519.2424926757812
1,1,2,2,1,30.051715850830078,21.42993927001953,94513.828125,81089,1,1,597470,0.0,0.0,519.2424926757812
1,1,3,3,1,30.1405086517334,21.558332443237305,94510.59375,133194,1,1,597470,0.0,0.0,519.2424926757812
1,1,4,4,1,30.5802001953125,21.10523796081543,94541.6328125,107857,1,1,597470,0.0,0.0,519.2424926757812
1,1,5,5,1,30.56939125061035,20.640350341796875,94539.5078125,117999,1,1,597470,0.0,0.0,519.2424926757812
1,1,6,6,1,30.318492889404297,21.302108764648438,94527.296875,78065512,1,1,597470,0.0,0.0,519.2424926757812
1,1,7,7,1,30.45802879333496,21.33195686340332,94520.5,102400000,1,1,597470,0.0,0.0,519.2424926757812
1,1,0,0,2,29.912639617919922,22.119796752929688,94534.1875,4312714,1,1,650488,0.0,0.0,519.2424926757812
1,1,1,1,2,29.870525360107422,22.340187072753906,94533.625,1288860,1,1,650488,0.0,0.0,519.2424926757812
1,1,2,2,2,30.137561798095703,21.74701499938965,94513.6171875,76167,1,1,650488,0.0,0.0,519.2424926757812
1,1,3,3,2,30.173303604125977,21.87192726135254,94508.2734375,124908,1,1,650488,0.0,0.0,519.2424926757812
1,1,4,4,2,30.650615692138672,21.269611358642578,94540.7265625,101688,1,1,650488,0.0,0.0,519.2424926757812
1,1,5,5,2,30.66398048400879,20.865625381469727,94537.4140625,107315,1,1,650488,0.0,0.0,519.2424926757812
1,1,6,6,2,30.369277954101562,21.43453025817871,94525.5,100906,1,1,650488,0.0,0.0,519.2424926757812
1,1,7,7,2,30.549545288085938,21.48381233215332,94520.46875,134559,1,1,650488,0.0,0.0,519.2424926757812
1,1,1,1,3,30.243057250976562,22.984638214111328,94534.46875,1184842,1,1,703500,0.0,0.0,519.2424926757812
1,1,2,2,3,30.483478546142578,22.374937057495117,94509.1015625,378138,1,1,703500,0.0,0.0,519.2424926757812
1,1,3,3,3,30.46845054626465,22.549257278442383,94508.703125,729085,1,1,703500,0.0,0.0,519.2424926757812
1,1,4,4,3,30.80402183532715,22.102680206298828,94538.4765625,511233,1,1,703500,0.0,0.0,519.2424926757812
1,1,5,5,3,30.870580673217773,21.609291076660156,94536.8984375,570632,1,1,703500,0.0,0.0,519.2424926757812
1,1,6,6,3,30.524169921875,22.347169876098633,94520.953125,78987,1,1,703500,0.0,0.0,519.2424926757812
1,1,7,7,3,30.763092041015625,22.3612003326416,94521.375,108889,1,1,703500,0.0,0.0,519.2424926757812
1,1,0,0,4,30.52874755859375,23.456689834594727,94536.1875,456226,1,1,750242,0.0,0.0,520.247802734375
1,1,1,1,4,30.451976776123047,23.796113967895508,94534.28125,1088493,1,1,750242,0.0,0.0,520.247802734375
1,1,2,2,4,30.720821380615234,23.114864349365234,94510.8828125,322215,1,1,750242,0.0,0.0,520.247802734375
1,1,3,3,4,30.698013305664062,23.31727409362793,94507.5859375,648717,1,1,750242,0.0,0.0,520.247802734375
1,1,4,4,4,30.917190551757812,22.980701446533203,94536.2109375,431976,1,1,750242,0.0,0.0,520.247802734375
1,1,5,5,4,30.990062713623047,22.465789794921875,94539.03125,501469,1,1,750242,0.0,0.0,520.247802734375
1,1,6,6,4,30.60796546936035,23.282808303833008,94522.6484375,255616,1,1,750242,0.0,0.0,520.247802734375
1,1,7,7,4,30.83935546875,23.29905128479004,94522.328125,267223,1,1,750242,0.0,0.0,520.247802734375
1,1,0,0,5,30.853145599365234,23.829875946044922,94538.328125,423140,1,1,803287,0.0,0.0,517.2318725585938
1,1,1,1,5,30.769134521484375,24.1798095703125,94533.7734375,968092,1,1,803287,0.0,0.0,517.2318725585938
1,1,2,2,5,31.016239166259766,23.47827911376953,94510.359375,285077,1,1,803287,0.0,0.0,517.2318725585938
1,1,3,3,5,30.985595703125,23.680877685546875,94510.3515625,576414,1,1,803287,0.0,0.0,517.2318725585938
1,1,4,4,5,31.173702239990234,23.34459114074707,94537.234375,377302,1,1,803287,0.0,0.0,517.2318725585938
1,1,5,5,5,31.2663631439209,22.794584274291992,94538.84375,446090,1,1,803287,0.0,0.0,517.2318725585938
1,1,6,6,5,30.82887840270996,23.60313606262207,94524.921875,7609846,1,1,803287,0.0,0.0,517.2318725585938
1,1,7,7,5,31.085948944091797,23.597373962402344,94523.3515625,11326651,1,1,803287,0.0,0.0,517.2318725585938
1,1,0,0,6,31.06438636779785,23.701900482177734,94537.640625,398443,1,1,856301,0.0,0.0,513.2105712890625
1,1,2,2,7,32.85441970825195,20.701234817504883,94511.0,260692,1,1,3088881,0.0,0.0,545.3805541992188
1,1,3,3,7,32.81454086303711,20.922714233398438,94510.515625,345013,1,1,3088881,0.0,0.0,545.3805541992188
1,1,4,4,7,33.333980560302734,19.965749740600586,94533.828125,356173,1,1,3088881,0.0,0.0,545.3805541992188
1,1,5,5,7,33.35980987548828,19.509414672851562,94533.2421875,353591,1,1,3088881,0.0,0.0,545.3805541992188
