device_id,location,volume_l,sensor_id,heater_profile,measurement_step,temp_c,humidity_pct,pressure_hpa,gas_resistance_ohm,gas_valid,heat_stable,timestamp
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,8,31.96,19.51,94040.59,164683,1,1,207143
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,1,31.67,20.24,94040.45,6400000,0,0,5247
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,1,32.07,20.02,94072.12,6400000,0,0,5249
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,1,32.58,19.08,94061.68,6400000,0,0,5271
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,1,32.54,18.92,94100.82,6400000,0,0,5284
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,1,32.71,19.28,94059.05,6400000,0,0,5305
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,1,32.29,20.21,94087.93,6400000,0,0,5327
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,1,32.37,20.08,94090.00,6400000,0,0,5348
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,1,32.33,20.29,94079.05,6400000,0,0,5370
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,2,31.33,20.92,94042.37,169256,1,1,12742
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,2,31.69,20.77,94069.09,77341,1,1,12744
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,2,32.19,19.75,94059.09,70041,1,1,12756
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,2,32.10,19.70,94096.23,79061,1,1,12767
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,2,32.41,19.82,94058.27,27717,1,1,12779
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,2,32.00,20.65,94085.79,29479,1,1,12801
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,2,32.13,20.26,94088.18,32168,1,1,12812
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,2,32.10,20.50,94079.33,35020,1,1,12834
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,3,31.64,19.86,94040.23,194455,1,1,20195
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,3,32.09,19.77,94074.48,111888,1,1,20197
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,3,32.64,18.61,94061.73,47958,1,1,20209
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,3,32.62,18.64,94099.52,82580,1,1,20220
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,3,32.79,18.76,94066.12,36117,1,1,20232
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,3,32.44,19.41,94088.06,35934,1,1,20253
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,3,32.52,19.01,94091.70,43214,1,1,20265
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,3,32.54,19.03,94081.14,43345,1,1,20286
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,4,31.74,19.90,94041.16,170269,1,1,27657
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,4,32.18,19.75,94072.13,78191,1,1,27659
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,4,32.65,18.67,94061.98,72789,1,1,27681
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,4,32.61,18.68,94097.62,79429,1,1,27703
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,4,33.09,18.35,94062.19,48976,1,1,27724
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,4,32.67,19.14,94088.88,65674,1,1,27746
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,4,32.78,18.53,94089.73,86428,1,1,27758
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,4,32.75,18.67,94076.24,99669,1,1,27779
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,5,32.01,19.61,94038.48,116390,1,1,35150
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,5,32.45,19.45,94072.46,55980,1,1,35152
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,5,32.92,18.34,94058.66,31227,1,1,35164
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,5,32.92,18.36,94100.85,39677,1,1,35175
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,5,33.29,18.07,94062.95,54031,1,1,35187
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,5,32.85,18.89,94084.09,71388,1,1,35199
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,5,33.06,18.21,94084.81,82421,1,1,35221
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,5,33.01,18.38,94078.84,109378,1,1,35242
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,6,32.11,19.29,94038.35,97227,1,1,42604
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,6,32.53,19.15,94073.73,45086,1,1,42606
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,6,33.00,18.07,94058.82,27379,1,1,42618
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,6,32.99,18.09,94100.72,32786,1,1,42629
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,6,33.40,17.69,94060.93,50274,1,1,42641
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,6,32.98,18.54,94085.22,50423,1,1,42662
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,6,32.86,19.03,94082.97,57683,1,1,42674
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,6,33.08,17.96,94077.23,55220,1,1,42695
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,7,32.20,19.35,94038.70,89229,1,1,50066
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,7,32.62,19.19,94074.35,41531,1,1,50068
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,7,33.08,18.13,94059.63,25947,1,1,50080
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,7,33.06,18.12,94099.51,30188,1,1,50091
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,7,33.47,17.79,94066.25,37514,1,1,50103
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,7,33.04,18.66,94085.22,35724,1,1,50124
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,7,33.21,18.27,94089.73,41410,1,1,50136
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,7,33.19,18.09,94075.12,34454,1,1,50157
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,8,32.31,19.74,94037.84,163265,1,1,57519
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,8,32.70,19.54,94067.96,74831,1,1,57541
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,8,33.20,18.53,94060.87,70855,1,1,57553
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,8,33.15,18.51,94098.30,76715,1,1,57574
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,8,33.51,18.39,94060.18,54410,1,1,57596
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,8,33.07,19.25,94085.45,72480,1,1,57618
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,8,33.30,18.62,94087.43,79503,1,1,57640
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,8,33.25,18.72,94074.33,59995,1,1,57662
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,9,32.42,19.50,94039.41,173736,1,1,65066
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,9,32.84,19.36,94069.97,80629,1,1,65067
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,9,33.34,18.24,94059.82,29097,1,1,65079
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,9,33.31,18.28,94095.34,81399,1,1,65100
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,9,33.45,18.41,94059.81,159451,1,1,65122
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,9,33.00,19.33,94085.80,321003,1,1,65143
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,9,33.25,18.65,94086.98,411162,1,1,65165
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,9,33.21,18.80,94073.32,310491,1,1,65186
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,10,32.43,19.18,94036.85,177162,1,1,72548
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,10,32.87,19.01,94069.23,82660,1,1,72550
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,10,33.34,18.06,94058.32,73669,1,1,72571
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,10,33.34,17.94,94094.29,82660,1,1,72593
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,10,33.33,18.46,94060.43,36056,1,1,72614
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,10,32.86,19.50,94084.01,48120,1,1,72635
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,10,33.08,18.82,94085.09,53489,1,1,72656
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,10,33.05,18.99,94076.34,40583,1,1,72677
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,1,32.46,18.90,94035.64,2834602,1,1,80039
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,1,32.88,18.70,94069.09,1249923,1,1,80061
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,1,33.40,17.69,94059.53,2294035,1,1,80083
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,1,33.38,17.69,94093.98,3732118,1,1,80094
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,1,33.38,18.11,94061.54,18823,1,1,80116
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,1,32.93,19.08,94082.98,18840,1,1,80138
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,1,33.15,18.36,94087.52,20665,1,1,80160
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,1,33.10,18.54,94078.12,20466,1,1,80182
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,2,32.20,19.23,94036.23,171639,1,1,87544
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,2,32.58,19.08,94071.55,79725,1,1,87546
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,2,33.03,18.25,94058.66,73924,1,1,87558
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,2,32.96,18.23,94096.26,81012,1,1,87569
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,2,33.33,18.02,94057.53,29602,1,1,87581
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,2,33.01,18.67,94085.84,30732,1,1,87603
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,2,33.13,18.21,94082.37,34510,1,1,87614
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,2,33.18,18.08,94074.82,36707,1,1,87636
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,3,32.38,18.87,94036.88,193353,1,1,94997
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,3,32.78,18.72,94066.38,115837,1,1,94999
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,3,33.32,17.70,94056.62,47904,1,1,95021
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,3,33.29,17.72,94094.34,82500,1,1,95043
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,3,33.52,17.76,94057.09,36739,1,1,95064
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,3,33.17,18.35,94085.34,35754,1,1,95086
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,3,33.32,17.88,94082.89,43567,1,1,95107
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,3,33.36,17.72,94073.31,43126,1,1,95119
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,4,32.35,19.12,94036.71,171639,1,1,102490
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,4,32.73,18.95,94065.88,79355,1,1,102492
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,4,33.23,17.96,94058.05,74245,1,1,102504
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,4,33.17,17.96,94092.65,80402,1,1,102515
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,4,33.69,17.58,94058.84,49747,1,1,102527
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,4,33.27,18.39,94081.02,66286,1,1,102549
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,4,33.51,17.68,94085.21,87312,1,1,102560
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,4,33.49,17.72,94072.68,98746,1,1,102582
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,5,32.48,18.77,94035.98,115601,1,1,109944
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,5,32.91,18.63,94068.43,55907,1,1,109946
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,5,33.45,17.55,94055.71,31113,1,1,109958
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,5,33.42,17.59,94092.71,39640,1,1,109969
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,5,33.90,17.28,94062.64,54410,1,1,109981
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,5,33.47,18.08,94082.59,72234,1,1,110002
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,5,33.70,17.40,94082.13,83469,1,1,110014
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,5,33.66,17.47,94073.73,108681,1,1,110035
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,6,32.56,18.75,94036.53,94797,1,1,117406
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,6,32.99,18.58,94067.98,44991,1,1,117408
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,6,33.50,17.52,94055.67,26761,1,1,117420
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,6,33.47,17.54,94091.93,32413,1,1,117431
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,6,33.99,17.12,94056.53,49951,1,1,117443
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,6,33.58,17.94,94081.85,50483,1,1,117464
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,6,33.50,18.38,94081.39,57028,1,1,117476
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,6,33.71,17.28,94072.81,54479,1,1,117497
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,7,32.69,18.98,94037.94,87851,1,1,124922
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,7,33.07,18.78,94066.49,41531,1,1,124923
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,7,33.57,17.75,94053.96,25713,1,1,124935
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,7,33.53,17.74,94092.28,30210,1,1,124957
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,7,34.01,17.37,94056.52,37746,1,1,124978
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,7,33.59,18.22,94079.62,35754,1,1,125000
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,7,33.80,17.76,94084.06,41131,1,1,125021
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,7,33.79,17.54,94074.29,34371,1,1,125043
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,8,32.68,18.85,94036.12,164683,1,1,132415
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,8,33.08,18.69,94066.03,76235,1,1,132417
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,8,33.60,17.64,94054.13,72418,1,1,132429
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,8,33.56,17.65,94092.31,78263,1,1,132440
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,8,33.98,17.40,94054.75,56091,1,1,132452
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,8,33.55,18.26,94080.17,74897,1,1,132474
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,8,33.80,17.57,94081.62,82024,1,1,132485
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,8,33.77,17.60,94073.95,62454,1,1,132507
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,9,32.80,18.54,94038.71,174803,1,1,139878
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,9,33.21,18.36,94063.59,81789,1,1,139880
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,9,33.73,17.30,94054.35,29418,1,1,139902
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,9,33.70,17.33,94094.61,81789,1,1,139904
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,9,33.92,17.39,94055.30,164365,1,1,139926
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,9,33.49,18.33,94079.32,328099,1,1,139947
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,9,33.73,17.57,94081.73,423140,1,1,139969
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,9,33.68,17.63,94071.59,320400,1,1,139990
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,10,32.84,18.43,94037.38,178086,1,1,147351
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,10,33.25,18.25,94064.61,83387,1,1,147353
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,10,33.74,17.36,94054.43,74897,1,1,147365
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,10,33.73,17.24,94092.60,83387,1,1,147376
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,10,33.76,17.72,94061.09,36488,1,1,147388
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,10,33.32,18.77,94079.81,49145,1,1,147400
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,10,33.53,18.03,94079.98,54375,1,1,147422
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,10,33.50,18.12,94072.05,41410,1,1,147444
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,1,32.92,18.46,94034.02,2849391,1,1,154815
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,1,33.33,18.28,94063.30,1307373,1,1,154817
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,1,33.85,17.25,94055.66,2317397,1,1,154829
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,1,33.81,17.25,94092.70,3831618,1,1,154840
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,1,33.84,17.62,94058.38,19024,1,1,154842
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,1,33.40,18.61,94079.78,18823,1,1,154864
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,1,33.62,17.86,94080.45,20605,1,1,154886
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,1,33.58,17.96,94071.56,20486,1,1,154908
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,2,32.73,18.95,94035.48,172681,1,1,162270
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,2,33.09,18.77,94065.50,79800,1,1,162272
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,2,33.52,17.97,94051.52,75294,1,1,162284
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,2,33.44,17.96,94089.39,81476,1,1,162295
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,2,33.83,17.72,94055.22,29788,1,1,162307
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,2,33.49,18.37,94077.87,30888,1,1,162329
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,2,33.65,17.85,94078.66,34288,1,1,162340
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,2,33.69,17.70,94070.08,36581,1,1,162362
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,3,32.77,18.43,94035.41,192698,1,1,169724
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,3,33.17,18.30,94059.77,117593,1,1,169726
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,3,33.69,17.32,94051.46,46766,1,1,169738
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,3,33.65,17.36,94089.92,82341,1,1,169749
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,3,33.90,17.39,94055.98,36488,1,1,169761
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,3,33.57,17.98,94078.59,35516,1,1,169772
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,3,33.68,17.48,94080.57,42823,1,1,169795
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,3,33.72,17.30,94068.77,42188,1,1,169816
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,4,32.70,19.08,94036.59,170951,1,1,177178
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,4,33.08,18.90,94063.49,79355,1,1,177180
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,4,33.57,17.97,94051.71,75029,1,1,177202
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,4,33.51,17.95,94091.30,80477,1,1,177204
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,4,34.03,17.60,94058.38,50393,1,1,177226
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,4,33.63,18.40,94077.65,66441,1,1,177248
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,4,33.82,17.68,94078.77,88033,1,1,177269
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,4,33.81,17.70,94071.06,98518,1,1,177291
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,5,32.88,18.77,94034.31,113980,1,1,184716
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,5,33.27,18.62,94062.42,56276,1,1,184717
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,5,33.82,17.56,94053.40,31113,1,1,184729
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,5,33.77,17.59,94091.12,39312,1,1,184750
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,5,34.21,17.28,94061.37,55907,1,1,184772
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,5,33.79,18.10,94077.11,73163,1,1,184794
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,5,34.03,17.34,94082.57,84127,1,1,184815
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,5,34.00,17.42,94073.24,109800,1,1,184837
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,6,32.75,18.51,94034.08,94639,1,1,192209
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,1,HP-412,6,33.12,18.37,94060.20,45325,1,1,192231
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,2,HP-413,6,33.71,17.29,94052.85,27153,1,1,192242
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,3,HP-414,6,33.65,17.32,94089.36,32636,1,1,192265
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,4,HP-501,6,34.13,16.91,94057.15,50693,1,1,192287
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,5,HP-502,6,33.76,17.73,94076.64,50904,1,1,192309
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,6,HP-503,6,33.66,18.12,94080.67,57683,1,1,192330
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,7,HP-504,6,33.88,17.03,94068.65,55435,1,1,192352
ESP32_BME688_CAFE_001,Coffee_Lab_Station_1,1.50,0,HP-411,7,32.83,18.49,94035.09,87045,1,1,199713
